Photo_ID,Date,Year,Primary_Condition,Public_Condition,Overall_Score,Curation_Status,Confidence,Sequence_ID,Reason
TPC-00105,2024-09-04,2024,UNKNOWN,between-places,5.3,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-023,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00106,2024-09-05,2024,UNKNOWN,things-that-existed-for-me,6.7,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00266,2024-09-05,2024,UNKNOWN,between-places,5.2,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00267,2024-09-06,2024,UNKNOWN,something-happened-here,8.2,CURATED,MEDIUM,SEQ-CANDIDATE-024,Transformation or residue is visually legible; the frame has sufficient structure to carry the trace without explanatory dependence.
TPC-00107,2024-09-06,2024,UNKNOWN,while-we-were-here,5.4,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-024,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00268,2024-09-07,2024,UNKNOWN,while-we-were-here,6.0,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00269,2024-09-07,2024,UNKNOWN,while-we-were-here,6.7,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00270,2024-09-07,2024,UNKNOWN,,5.4,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-025,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00108,2024-09-07,2024,UNKNOWN,while-we-were-here,5.4,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-025,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00109,2024-09-10,2024,UNKNOWN,the-things-i-didnt-go-looking-for,8.7,CURATED,HIGH,,"The unplanned encounter is photographically resolved through colour, form, timing or visual surprise."
TPC-00110,2024-09-12,2024,CROSSING,between-places,7.5,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00111,2024-09-13,2024,ABSENCE,nothing-happened-here,7.9,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00271,2024-09-15,2024,UNKNOWN,things-that-existed-for-me,8.6,CURATED,HIGH,,The framing gives a clear visual reason for attention to stop and contributes a distinct atmosphere or geometry.
TPC-00112,2024-09-22,2024,ATTENTION,nothing-happened-here,7.5,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00272,2024-09-25,2024,UNKNOWN,something-happened-here,5.3,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00113,2024-09-25,2024,UNKNOWN,nothing-happened-here,6.0,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00114,2024-09-27,2024,UNKNOWN,between-places,6.0,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00115,2024-10-11,2024,ATTENTION,while-we-were-here,7.5,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00273,2024-10-19,2024,UNKNOWN,while-we-were-here,6.0,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00117,2024-10-27,2024,CROSSING,things-that-existed-for-me,7.5,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00118,2024-10-28,2024,UNKNOWN,between-places,6.0,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00274,2024-10-28,2024,UNKNOWN,things-that-existed-for-me,6.8,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-026,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00275,2024-10-28,2024,UNKNOWN,the-things-i-didnt-go-looking-for,5.4,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-026,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00119,2024-11-04,2024,UNKNOWN,while-we-were-here,6.0,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00120,2024-11-09,2024,UNKNOWN,the-things-i-didnt-go-looking-for,6.0,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00121,2024-11-10,2024,UNKNOWN,nothing-happened-here,5.3,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00276,2024-11-16,2024,UNKNOWN,between-places,5.3,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00122,2024-11-19,2024,ABSENCE,things-that-existed-for-me,7.9,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00123,2024-11-20,2024,UNKNOWN,while-we-were-here,6.0,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-027,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00124,2024-11-20,2024,OCCURRENCE / WITNESS,things-that-existed-for-me,7.5,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-027,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00125,2024-11-23,2024,UNKNOWN,while-we-were-here,8.6,CURATED,HIGH,,"Timing, gesture and spatial relationships make co-presence visually active rather than merely populated."
TPC-00126,2024-11-23,2024,UNKNOWN,the-things-i-didnt-go-looking-for,6.8,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-028,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00127,2024-11-23,2024,UNKNOWN,while-we-were-here,5.3,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-028,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00128,2024-11-25,2024,CROSSING,between-places,7.5,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00129,2025-04-12,2025,UNKNOWN,things-that-existed-for-me,5.2,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00130,2025-05-20,2025,UNKNOWN,,5.2,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00131,2025-05-20,2025,UNKNOWN,while-we-were-here,6.0,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00132,2025-05-21,2025,CROSSING,between-places,7.5,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00133,2025-06-10,2025,UNKNOWN,nothing-happened-here,8.4,CURATED,HIGH,,"The unoccupied scene sustains attention through light, spatial tension and a palpable sense of witnessed quiet."
TPC-00134,2025-06-18,2025,UNKNOWN,between-places,6.0,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00135,2025-06-30,2025,SOLITARY PRESENCE,while-we-were-here,7.9,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00136,2025-06-30,2025,UNKNOWN,while-we-were-here,5.3,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00137,2025-07-02,2025,UNKNOWN,nothing-happened-here,5.3,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00138,2025-07-02,2025,UNKNOWN,things-that-existed-for-me,6.0,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00139,2025-07-17,2025,UNKNOWN,,5.3,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00140,2025-07-18,2025,UNKNOWN,while-we-were-here,6.0,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00141,2025-07-21,2025,CROSSING,between-places,7.4,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00142,2025-07-24,2025,CONTRADICTION,the-things-i-didnt-go-looking-for,8.8,CURATED,HIGH,,"The unplanned encounter is photographically resolved through colour, form, timing or visual surprise."
TPC-00143,2025-07-28,2025,ATTENTION,the-things-i-didnt-go-looking-for,7.9,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00144,2025-07-28,2025,UNKNOWN,things-that-existed-for-me,8.3,CURATED,MEDIUM,,The framing gives a clear visual reason for attention to stop and contributes a distinct atmosphere or geometry.
TPC-00145,2025-07-30,2025,ATTENTION,the-things-i-didnt-go-looking-for,7.9,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00146,2025-07-31,2025,UNKNOWN,things-that-existed-for-me,8.3,CURATED,MEDIUM,,The framing gives a clear visual reason for attention to stop and contributes a distinct atmosphere or geometry.
TPC-00147,2025-08-02,2025,UNKNOWN,while-we-were-here,6.0,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00148,2025-08-02,2025,UNKNOWN,,6.0,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00149,2025-08-04,2025,UNKNOWN,between-places,5.9,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00150,2025-08-05,2025,UNKNOWN,the-things-i-didnt-go-looking-for,5.2,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00151,2025-08-05,2025,UNKNOWN,between-places,6.0,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00277,2025-08-07,2025,UNKNOWN,,8.3,CURATED,MEDIUM,,Photographically strong and non-redundant evidence of Presence.
TPC-00152,2025-08-09,2025,UNKNOWN,while-we-were-here,8.7,CURATED,HIGH,SEQ-CANDIDATE-029,"Timing, gesture and spatial relationships make co-presence visually active rather than merely populated."
TPC-00153,2025-08-09,2025,UNKNOWN,while-we-were-here,6.0,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-029,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00154,2025-08-09,2025,UNKNOWN,while-we-were-here,6.0,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00155,2025-08-10,2025,UNKNOWN,nothing-happened-here,6.0,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00156,2025-08-10,2025,SOLITARY PRESENCE,while-we-were-here,7.5,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00157,2025-08-10,2025,UNKNOWN,,5.3,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00158,2025-08-10,2025,UNKNOWN,while-we-were-here,6.0,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-030,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00159,2025-08-10,2025,UNKNOWN,while-we-were-here,6.0,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-030,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00160,2025-08-10,2025,UNKNOWN,while-we-were-here,6.7,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-030,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00161,2025-08-10,2025,UNKNOWN,between-places,6.0,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-030,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00162,2025-08-10,2025,UNKNOWN,nothing-happened-here,6.0,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-030,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00164,2025-08-11,2025,UNKNOWN,,5.2,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00165,2025-08-11,2025,UNKNOWN,while-we-were-here,6.0,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00166,2025-08-11,2025,CROSSING,between-places,8.6,CURATED,HIGH,,"The transitional space is made visually purposeful through direction, rhythm, depth or movement."
TPC-00167,2025-08-12,2025,CROSSING,nothing-happened-here,7.5,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00168,2026-06-18,2026,UNKNOWN,while-we-were-here,5.4,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-031,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00169,2026-06-18,2026,UNKNOWN,between-places,8.7,CURATED,HIGH,SEQ-CANDIDATE-031,"The transitional space is made visually purposeful through direction, rhythm, depth or movement."
TPC-00171,2026-06-20,2026,ARRANGEMENT,nothing-happened-here,8.7,CURATED,HIGH,SEQ-CANDIDATE-032,"The unoccupied scene sustains attention through light, spatial tension and a palpable sense of witnessed quiet."
TPC-00172,2026-06-20,2026,ABSENCE,nothing-happened-here,7.4,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-032,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00174,2026-06-21,2026,UNKNOWN,while-we-were-here,8.8,CURATED,HIGH,,"Timing, gesture and spatial relationships make co-presence visually active rather than merely populated."
TPC-00175,2026-06-21,2026,UNKNOWN,while-we-were-here,5.2,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00177,2026-06-21,2026,UNKNOWN,while-we-were-here,5.4,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-033,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00178,2026-06-22,2026,UNKNOWN,between-places,5.2,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00179,2026-06-22,2026,UNKNOWN,while-we-were-here,6.7,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-034,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00180,2026-06-22,2026,UNKNOWN,while-we-were-here,6.0,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-034,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00182,2026-06-22,2026,UNKNOWN,,6.7,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-034,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00183,2026-06-22,2026,CROSSING,while-we-were-here,7.5,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00184,2026-06-24,2026,CROSSING,between-places,7.9,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-035,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00185,2026-06-24,2026,UNKNOWN,between-places,6.1,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-035,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00186,2026-06-26,2026,UNKNOWN,the-things-i-didnt-go-looking-for,8.3,CURATED,MEDIUM,SEQ-CANDIDATE-036,"The unplanned encounter is photographically resolved through colour, form, timing or visual surprise."
TPC-00187,2026-06-26,2026,UNKNOWN,the-things-i-didnt-go-looking-for,5.3,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-036,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00190,2026-07-19,2026,UNKNOWN,while-we-were-here,5.3,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00191,2026-07-22,2026,UNKNOWN,,5.2,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00192,2026-07-26,2026,UNKNOWN,something-happened-here,5.2,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00193,2026-07-27,2026,UNKNOWN,while-we-were-here,5.9,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-037,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00194,2026-07-27,2026,UNKNOWN,,6.7,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-037,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00195,2026-07-27,2026,UNKNOWN,while-we-were-here,6.0,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00198,2026-07-28,2026,UNKNOWN,between-places,5.3,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-039,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00199,2026-07-28,2026,UNKNOWN,the-things-i-didnt-go-looking-for,5.3,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-039,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00200,2026-07-30,2026,UNKNOWN,nothing-happened-here,5.2,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00201,2026-08-01,2026,UNKNOWN,while-we-were-here,6.0,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00202,2026-08-03,2026,UNKNOWN,while-we-were-here,5.3,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00203,2026-08-03,2026,UNKNOWN,while-we-were-here,5.3,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-040,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00204,2026-08-03,2026,UNKNOWN,between-places,6.0,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-040,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00205,2026-08-03,2026,UNKNOWN,while-we-were-here,5.4,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-040,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00206,2026-08-05,2026,UNKNOWN,between-places,6.7,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00207,2026-08-05,2026,UNKNOWN,while-we-were-here,5.2,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00208,2026-08-06,2026,UNKNOWN,the-things-i-didnt-go-looking-for,5.3,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-041,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00209,2026-08-06,2026,UNKNOWN,while-we-were-here,5.3,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-041,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00210,2026-08-06,2026,UNKNOWN,nothing-happened-here,5.3,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-041,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00211,2026-08-06,2026,UNKNOWN,nothing-happened-here,5.2,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00212,2026-08-12,2026,UNKNOWN,between-places,6.0,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-042,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00213,2026-08-12,2026,UNKNOWN,while-we-were-here,6.0,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-042,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00214,2026-08-13,2026,UNKNOWN,,5.3,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00215,2026-08-15,2026,ARRANGEMENT,nothing-happened-here,7.4,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00216,2026-08-15,2026,UNKNOWN,while-we-were-here,5.2,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00217,2026-08-15,2026,UNKNOWN,while-we-were-here,6.1,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00218,2026-08-15,2026,CO-PRESENCE,while-we-were-here,7.5,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00219,2026-08-15,2026,UNKNOWN,while-we-were-here,5.2,ARCHIVE_ONLY,MEDIUM,,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00221,2026-08-18,2026,UNKNOWN,while-we-were-here,5.3,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-043,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00222,2026-08-18,2026,UNKNOWN,while-we-were-here,5.3,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-043,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00223,2026-08-18,2026,UNKNOWN,while-we-were-here,5.3,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-043,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00224,2026-08-18,2026,UNKNOWN,while-we-were-here,5.3,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-043,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00225,2026-08-18,2026,UNKNOWN,the-things-i-didnt-go-looking-for,5.3,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-043,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00226,2026-08-20,2026,UNKNOWN,something-happened-here,6.0,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-044,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00227,2026-08-20,2026,UNKNOWN,things-that-existed-for-me,5.3,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-044,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00228,2026-08-20,2026,UNKNOWN,between-places,5.3,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-045,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00229,2026-08-20,2026,UNKNOWN,while-we-were-here,5.9,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-045,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00230,2026-08-20,2026,UNKNOWN,between-places,6.0,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-045,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
TPC-00231,2026-08-20,2026,CONTRADICTION,while-we-were-here,7.5,ARCHIVE_ONLY,MEDIUM,SEQ-CANDIDATE-045,Valid TPC evidence retained privately; below the 8.0 public threshold or redundant beside a stronger photograph in the same year and Condition.
